loan_id,current_balance,interest_rate,payment_status,days_past_due,last_payment_date,document_status,servicer_name,last_updated_at
L-101634,380054.18,8.79,delinquent_60,31,2026-08-17,verified,ServPro,2026-08-20
L-101635,336991.20,,delinquent_90+,45,2026-07-07,pending,,2026-08-11
L-101636,135217.34,11.08,delinquent_30,75,2026-08-01,pending,First National,2026-08-15
L-101637,15392.67,9.36,delinquent_60,75,2026-01-16,verified,ServPro,2026-08-14
L-101638,311379.25,5.24,delinquent_60,62,2026-08-06,pending,Freedom Mortgage,2026-08-19
L-101639,389817.52,12.65,delinquent_90+,62,2026-01-25,pending,First National,2026-08-23
L-101640,48878.97,10.84,current,0,2026-05-03,missing,ServPro,2026-08-05
L-101641,84148.68,3.30,,,2026-02-20,,First National,2026-08-19
L-101642,377524.90,13.95,delinquent_30,62,2026-08-14,pending,Freedom Mortgage,2026-08-01
L-101643,97807.88,11.05,current,0,2026-02-09,pending,Apex Loan Servicing,2026-08-04
L-101644,267883.36,6.93,delinquent_30,45,2026-03-08,complete,Rocket Servicing,2026-08-06
L-101645,248791.81,2.75,forbearance,0,2026-01-13,pending,Freedom Mortgage,2026-08-02
L-101646,407105.13,5.40,forbearance,0,2026-06-19,missing,ServPro,2026-08-08
L-101647,342349.36,11.06,delinquent_30,120,2026-01-03,verified,Freedom Mortgage,2026-08-01
L-101648,312492.80,8.74,forbearance,,,,,2026-08-19
L-101649,360938.07,11.52,forbearance,0,2026-07-06,verified,Freedom Mortgage,2026-08-26
L-101650,16341.03,14.44,delinquent_60,31,2026-07-13,verified,Rocket Servicing,2026-08-12
L-101651,361397.90,5.09,delinquent_30,75,2026-03-21,missing,ServPro,2026-08-08
L-101652,226515.80,8.08,delinquent_30,,,verified,Freedom Mortgage,2026-08-14
L-101653,121548.85,4.25,current,0,2026-05-12,complete,Rocket Servicing,2026-08-15
L-101654,426347.10,12.97,current,0,2026-05-12,verified,First National,2026-08-16
L-101655,342774.89,6.22,forbearance,0,2026-03-01,complete,Freedom Mortgage,2026-08-24
L-101656,181351.56,7.88,,0,2026-06-26,,Apex Loan Servicing,2026-08-15
L-101657,160108.72,6.92,forbearance,0,2026-02-15,verified,ServPro,2026-08-25
L-101658,321502.01,9.08,forbearance,0,2026-02-05,verified,Rocket Servicing,2026-08-22
L-101659,352438.67,10.12,delinquent_30,45,2026-04-03,verified,Rocket Servicing,2026-08-13
L-101660,97384.39,,forbearance,,2026-04-14,pending,ServPro,2026-08-18
L-101661,475452.49,5.03,current,0,2026-03-28,complete,Rocket Servicing,2026-08-24
L-101662,36392.31,8.12,delinquent_30,120,2026-08-04,complete,ServPro,2026-08-26
L-101663,297979.22,14.25,delinquent_90+,62,2026-06-21,missing,Apex Loan Servicing,2026-08-05
L-101664,401795.36,9.58,delinquent_60,95,2026-04-08,complete,ServPro,2026-08-16
L-101665,147662.68,,delinquent_60,,,,First National,2026-08-27
L-101666,77797.67,3.68,,0,2026-06-14,verified,,2026-08-14
L-101667,147065.15,5.41,forbearance,0,2026-08-22,complete,Rocket Servicing,2026-08-02
L-101668,392153.90,4.35,delinquent_90+,31,2026-06-12,complete,Rocket Servicing,2026-08-08
L-101669,478954.30,13.63,delinquent_90+,95,2026-04-13,verified,Freedom Mortgage,2026-08-10
L-101670,286886.87,12.74,,,2026-02-03,complete,First National,2026-08-05
L-101671,239008.03,3.61,delinquent_30,31,2026-01-16,pending,First National,2026-08-05
L-101672,,,delinquent_60,,2026-06-04,complete,,2026-08-19
L-101673,286850.82,2.50,delinquent_30,45,2026-07-27,verified,First National,2026-08-09
L-101674,254891.56,12.48,delinquent_60,45,2026-02-15,missing,Freedom Mortgage,2026-08-21
L-101675,249573.44,8.46,delinquent_30,120,2026-05-02,verified,Rocket Servicing,2026-08-22
L-101676,340187.28,7.31,delinquent_30,,,,Rocket Servicing,2026-08-22
L-101677,119323.61,4.28,delinquent_30,31,2026-02-02,complete,Freedom Mortgage,2026-08-04
L-101678,64902.13,11.17,delinquent_60,62,2026-06-19,pending,ServPro,2026-08-14
L-101679,446689.80,10.52,forbearance,0,2026-05-23,pending,ServPro,2026-08-21
L-101680,390946.43,4.80,current,0,2026-01-02,missing,ServPro,2026-08-06
L-101681,464112.45,11.90,delinquent_60,75,2026-03-27,missing,ServPro,2026-08-22
L-101682,439859.29,9.30,delinquent_30,31,2026-03-09,verified,First National,2026-08-16
L-101683,163914.23,3.00,delinquent_30,45,2026-08-09,pending,Freedom Mortgage,2026-08-14
L-101684,371494.81,6.83,delinquent_60,95,2026-06-11,complete,First National,2026-08-16
L-101685,100813.78,4.27,forbearance,0,2026-05-17,verified,Apex Loan Servicing,2026-08-19
L-101686,295806.64,7.72,current,0,2026-08-24,missing,Apex Loan Servicing,2026-08-25
L-101687,140130.69,2.71,forbearance,0,2026-02-16,verified,ServPro,2026-08-20
L-101688,443467.52,12.52,delinquent_30,75,2026-05-10,complete,Freedom Mortgage,2026-08-22
L-101689,125717.41,5.68,forbearance,0,2026-04-02,pending,ServPro,2026-08-08
L-101690,209255.11,14.00,delinquent_60,95,2026-07-01,missing,Apex Loan Servicing,2026-08-22
L-101691,271358.49,5.06,forbearance,0,2026-05-25,complete,Freedom Mortgage,2026-08-13
L-101692,263905.05,4.90,delinquent_90+,31,2026-06-21,pending,ServPro,2026-08-01
L-101693,435328.41,11.27,delinquent_30,120,2026-05-22,missing,ServPro,2026-08-06
L-101694,142169.79,,forbearance,,2026-02-03,pending,First National,2026-08-01
L-101695,36341.58,11.74,delinquent_60,45,2026-02-25,verified,Rocket Servicing,2026-08-04
L-101696,401715.87,8.92,forbearance,0,2026-02-16,missing,First National,2026-08-12
L-101697,172789.08,7.15,delinquent_30,95,2026-05-24,complete,Apex Loan Servicing,2026-08-26
L-101698,369079.86,14.41,delinquent_30,45,2026-06-06,pending,ServPro,2026-08-25
L-101699,19149.83,12.74,delinquent_90+,31,2026-07-07,pending,Freedom Mortgage,2026-08-20
L-101700,372395.11,11.47,current,0,2026-04-27,verified,Apex Loan Servicing,2026-08-25
L-101701,158051.65,6.93,current,0,2026-01-15,pending,First National,2026-08-19
L-101702,474139.64,13.71,delinquent_60,75,2026-01-11,verified,First National,2026-08-05
L-101703,287458.03,9.24,current,0,2026-03-16,verified,Apex Loan Servicing,2026-08-18
L-101704,166834.08,10.00,current,0,2026-06-08,missing,Apex Loan Servicing,2026-08-27
L-101705,23495.93,3.78,delinquent_60,120,2026-03-23,missing,ServPro,2026-08-05
L-101706,151482.94,,delinquent_60,,2026-07-01,,First National,2026-08-10
L-101707,343105.15,12.93,forbearance,0,2026-02-12,complete,First National,2026-08-09
L-101708,156198.07,3.98,forbearance,0,2026-04-19,complete,Freedom Mortgage,2026-08-02
L-101709,52706.97,,delinquent_90+,,,,First National,2026-08-10
L-101710,204581.30,10.39,delinquent_60,120,2026-01-05,complete,First National,2026-08-19
L-101711,430136.65,3.01,delinquent_60,75,2026-02-09,pending,Apex Loan Servicing,2026-08-18
L-101712,13001.61,,,0,2026-04-24,pending,,2026-08-06
L-101713,395533.43,10.69,delinquent_30,75,2026-01-22,missing,Apex Loan Servicing,2026-08-26
L-101714,404874.09,8.41,delinquent_30,31,2026-07-07,verified,Freedom Mortgage,2026-08-27
L-101715,168527.24,7.35,forbearance,0,2026-07-19,missing,Rocket Servicing,2026-08-08
L-101716,427544.66,10.98,delinquent_60,120,2026-08-01,complete,ServPro,2026-08-19
L-101717,280596.95,14.11,,0,2026-04-05,,,2026-08-23
L-101718,277922.99,11.44,current,0,2026-07-05,pending,Rocket Servicing,2026-08-04
L-101719,345687.34,12.46,current,0,2026-07-04,missing,Freedom Mortgage,2026-08-15
L-101720,184894.20,,,,2026-05-15,pending,,2026-08-21
L-101721,455842.93,7.75,,,2026-05-01,,ServPro,2026-08-15
L-101722,101823.94,3.82,delinquent_60,45,,missing,,2026-08-09
L-101723,220853.80,6.14,delinquent_30,75,,,Freedom Mortgage,2026-08-23
L-101724,403747.29,14.06,delinquent_60,45,2026-08-08,verified,Freedom Mortgage,2026-08-01
L-101725,311479.67,7.11,forbearance,0,2026-03-04,missing,Rocket Servicing,2026-08-17
L-101726,359541.39,2.74,forbearance,,2026-02-08,,Rocket Servicing,2026-08-09
L-101727,364925.04,10.52,forbearance,0,2026-03-21,verified,Apex Loan Servicing,2026-08-01
L-101728,167115.72,8.27,delinquent_30,,2026-02-24,,Rocket Servicing,2026-08-24
L-101729,124304.66,12.16,forbearance,0,2026-04-21,verified,Apex Loan Servicing,2026-08-19
L-101730,50642.72,8.16,delinquent_30,45,2026-06-02,missing,Rocket Servicing,2026-08-16
L-101731,257930.84,8.42,delinquent_90+,95,2026-01-23,complete,First National,2026-08-19
L-101732,114869.61,12.90,delinquent_30,75,2026-07-18,complete,First National,2026-08-22
L-101733,265569.83,11.12,delinquent_30,120,2026-04-07,missing,First National,2026-08-02
L-101734,218672.52,,delinquent_30,,,complete,,2026-08-11
L-101735,295592.67,3.62,delinquent_60,95,2026-04-02,verified,Rocket Servicing,2026-08-18
L-101736,426547.43,,current,0,,,,2026-08-03
L-101737,113931.38,9.41,current,0,2026-07-23,missing,Rocket Servicing,2026-08-25
L-101738,335571.03,2.82,current,0,2026-01-22,missing,Freedom Mortgage,2026-08-06
L-101739,116254.29,3.04,delinquent_30,45,2026-04-07,pending,Rocket Servicing,2026-08-15
L-101740,364379.96,9.92,current,0,2026-02-24,pending,Rocket Servicing,2026-08-21
L-101741,401504.54,7.68,current,0,2026-03-16,verified,First National,2026-08-06
L-101742,258189.09,10.71,delinquent_90+,31,2026-02-25,pending,Freedom Mortgage,2026-08-03
L-101743,83939.86,11.06,,0,,missing,ServPro,2026-08-06
L-101744,287278.06,10.43,delinquent_30,75,2026-07-06,verified,Rocket Servicing,2026-08-11
L-101745,145378.75,,forbearance,0,2026-08-03,complete,,2026-08-26
L-101746,432894.70,5.26,forbearance,0,2026-02-18,verified,ServPro,2026-08-21
L-101747,355365.83,4.12,forbearance,0,2026-03-18,pending,Freedom Mortgage,2026-08-08
L-101748,246497.59,9.78,current,0,2026-04-18,complete,Rocket Servicing,2026-08-17
L-101749,128337.65,6.48,delinquent_30,45,2026-01-14,verified,Freedom Mortgage,2026-08-05
L-101750,109741.21,10.13,forbearance,0,2026-03-20,verified,First National,2026-08-14
L-101751,264694.98,11.35,delinquent_60,75,2026-03-22,missing,Rocket Servicing,2026-08-01
L-101752,357544.07,2.83,current,0,2026-01-03,missing,Freedom Mortgage,2026-08-25
L-101753,43505.02,10.76,delinquent_90+,31,2026-08-26,missing,First National,2026-08-26
L-101754,465105.74,2.81,delinquent_30,62,2026-06-13,complete,Apex Loan Servicing,2026-08-21
L-101755,75273.22,,,,2026-08-10,verified,Apex Loan Servicing,2026-08-25
L-101756,245893.25,11.66,forbearance,0,2026-01-11,verified,ServPro,2026-08-02
L-101757,25969.55,3.09,delinquent_60,45,2026-07-12,missing,First National,2026-08-12
L-101758,135662.67,4.30,delinquent_90+,95,2026-02-08,verified,Freedom Mortgage,2026-08-26
L-101759,178950.05,12.36,forbearance,,2026-07-24,complete,,2026-08-18
L-101760,301883.03,3.14,delinquent_30,45,2026-07-20,verified,Apex Loan Servicing,2026-08-12
L-101761,13072.32,9.99,forbearance,0,2026-03-05,complete,First National,2026-08-09
L-101762,445865.83,12.88,delinquent_60,95,2026-02-18,complete,Rocket Servicing,2026-08-21
L-101763,462022.22,10.23,forbearance,0,2026-08-16,pending,Apex Loan Servicing,2026-08-07
L-101764,367830.09,8.84,current,0,2026-07-09,pending,Freedom Mortgage,2026-08-22
L-101765,80331.61,9.93,delinquent_60,120,2026-03-17,missing,ServPro,2026-08-10
L-101766,406393.81,7.67,,,2026-02-10,missing,,2026-08-03
L-101767,24369.96,7.18,delinquent_90+,45,2026-06-25,missing,Rocket Servicing,2026-08-02
L-101768,329512.11,6.03,current,,2026-02-16,verified,,2026-08-10
L-101769,137899.13,5.99,forbearance,0,2026-01-25,pending,First National,2026-08-12
L-101770,466926.16,8.09,,0,,,,2026-08-27
L-101771,324996.95,6.58,delinquent_60,120,2026-01-28,missing,Freedom Mortgage,2026-08-07
L-101772,104245.16,11.68,delinquent_60,45,2026-05-19,missing,First National,2026-08-13
L-101773,388184.87,12.17,current,0,2026-02-23,verified,Apex Loan Servicing,2026-08-15
L-101774,379002.21,9.03,forbearance,0,2026-04-08,complete,Freedom Mortgage,2026-08-16
L-101775,,7.38,,,2026-01-24,complete,,2026-08-03
L-101776,295640.70,8.56,delinquent_60,75,2026-02-15,verified,Apex Loan Servicing,2026-08-24
L-101777,428616.35,2.63,delinquent_30,45,2026-01-26,complete,Apex Loan Servicing,2026-08-04
L-101778,202135.78,9.10,forbearance,0,2026-01-08,verified,Rocket Servicing,2026-08-16
L-101779,241242.04,11.25,forbearance,0,2026-02-24,verified,First National,2026-08-20
L-101780,191086.67,9.82,delinquent_60,45,2026-01-03,missing,Apex Loan Servicing,2026-08-03
L-101781,418649.76,10.17,forbearance,0,2026-05-04,missing,Freedom Mortgage,2026-08-08
L-101782,231739.77,12.56,forbearance,0,2026-03-25,verified,Freedom Mortgage,2026-08-06
L-101783,79897.10,5.09,forbearance,0,2026-03-03,pending,ServPro,2026-08-09
L-101784,203677.77,3.61,current,0,2026-05-05,verified,First National,2026-08-27
L-101785,15095.75,12.00,delinquent_30,75,2026-07-14,verified,First National,2026-08-17
L-101786,60343.51,4.05,current,0,2026-01-07,complete,Apex Loan Servicing,2026-08-07
L-101787,193969.40,9.79,current,0,2026-07-05,verified,First National,2026-08-11
L-101788,106105.39,13.93,delinquent_30,62,2026-06-12,complete,ServPro,2026-08-17
L-101789,212214.22,3.81,delinquent_90+,75,2026-03-20,pending,Apex Loan Servicing,2026-08-27
L-101790,7355.53,,,0,,verified,,2026-08-25
L-101791,105681.36,10.24,,0,,complete,,2026-08-02
L-101792,341084.93,10.79,current,0,2026-01-17,missing,Apex Loan Servicing,2026-08-19
L-101793,140738.10,4.68,current,0,2026-08-09,pending,ServPro,2026-08-25
L-101794,277074.00,13.81,delinquent_90+,95,2026-07-28,missing,Apex Loan Servicing,2026-08-21
L-101795,290147.58,11.26,delinquent_90+,31,2026-05-05,missing,Apex Loan Servicing,2026-08-13
L-101796,275161.57,4.26,forbearance,0,2026-02-10,complete,Apex Loan Servicing,2026-08-10
L-101797,381341.81,12.78,delinquent_30,45,2026-02-06,pending,Rocket Servicing,2026-08-25
L-101798,337346.85,,forbearance,0,,,ServPro,2026-08-05
L-101799,60915.42,11.67,current,0,2026-08-06,pending,Rocket Servicing,2026-08-18
L-101800,349090.61,8.74,delinquent_30,62,2026-06-21,pending,Apex Loan Servicing,2026-08-05
L-101801,271547.81,2.71,delinquent_60,31,2026-06-14,complete,Freedom Mortgage,2026-08-23
L-101802,211220.40,2.86,delinquent_30,75,2026-06-18,pending,ServPro,2026-08-22
L-101803,39581.98,12.45,,0,,,,2026-08-01
L-101804,389152.52,3.68,delinquent_30,45,2026-06-19,missing,First National,2026-08-09
L-101805,374178.84,7.28,delinquent_30,45,2026-05-28,missing,First National,2026-08-01
L-101806,83016.59,11.53,current,0,2026-01-22,verified,Apex Loan Servicing,2026-08-13
L-101807,189910.99,14.48,current,0,2026-07-17,pending,First National,2026-08-03
L-101808,391799.03,6.52,current,0,2026-01-03,verified,Apex Loan Servicing,2026-08-02
L-101809,137642.36,6.02,forbearance,0,2026-02-28,missing,First National,2026-08-15
L-101810,89164.87,10.05,delinquent_30,95,2026-08-21,verified,Freedom Mortgage,2026-08-02
L-101811,109742.62,5.86,current,0,2026-08-15,verified,Apex Loan Servicing,2026-08-10
L-101812,32636.45,13.82,delinquent_30,120,2026-07-25,verified,Freedom Mortgage,2026-08-20
L-101813,238744.70,,delinquent_90+,75,2026-01-06,,Apex Loan Servicing,2026-08-23
L-101814,36727.20,11.83,current,0,2026-07-17,missing,First National,2026-08-07
L-101815,154245.07,,,0,2026-03-07,missing,,2026-08-13
L-101816,291390.41,3.45,current,0,2026-04-28,pending,First National,2026-08-03
L-101817,277381.93,11.50,delinquent_30,95,2026-06-05,verified,ServPro,2026-08-18
L-101818,62600.50,5.12,current,0,2026-05-10,missing,Apex Loan Servicing,2026-08-02
L-101819,85129.45,9.45,current,0,2026-03-28,verified,Rocket Servicing,2026-08-17
L-101820,53267.33,7.67,delinquent_60,31,2026-04-15,pending,Rocket Servicing,2026-08-27
L-101821,56434.24,4.20,delinquent_90+,120,2026-08-22,pending,Freedom Mortgage,2026-08-03
L-101822,447028.13,3.61,delinquent_90+,95,2026-03-04,pending,Rocket Servicing,2026-08-17
L-101823,276946.90,6.58,delinquent_90+,120,2026-08-08,verified,Freedom Mortgage,2026-08-27
L-101824,421405.45,12.68,delinquent_30,95,2026-06-14,complete,Rocket Servicing,2026-08-08
L-101825,218580.55,11.37,delinquent_90+,120,2026-07-13,complete,ServPro,2026-08-16
L-101826,196263.19,13.76,delinquent_30,75,2026-03-28,complete,Rocket Servicing,2026-08-25
L-101827,80628.15,3.51,delinquent_30,45,2026-04-21,missing,Rocket Servicing,2026-08-22
L-101828,327404.88,10.41,current,0,2026-06-18,verified,First National,2026-08-22
L-101829,70903.44,,,0,2026-07-15,,,2026-08-25
L-101830,23731.54,9.59,delinquent_60,45,2026-07-20,missing,Apex Loan Servicing,2026-08-01
L-101831,65265.19,13.52,delinquent_60,31,2026-04-22,verified,Apex Loan Servicing,2026-08-23
L-101832,245996.59,6.00,delinquent_30,62,2026-06-28,complete,First National,2026-08-10
L-101833,302381.28,8.59,current,0,2026-08-03,missing,Freedom Mortgage,2026-08-08
L-101834,195785.33,7.19,delinquent_30,95,2026-03-01,verified,Rocket Servicing,2026-08-13
L-101835,462673.73,3.26,delinquent_90+,75,2026-08-13,pending,Apex Loan Servicing,2026-08-19
L-101836,245257.61,11.12,delinquent_30,45,2026-06-17,pending,ServPro,2026-08-24
L-101837,29639.21,6.32,forbearance,0,2026-01-13,pending,Freedom Mortgage,2026-08-12
L-101838,190323.36,11.23,delinquent_60,,2026-08-19,complete,,2026-08-01
L-101839,84761.84,13.30,delinquent_30,120,2026-06-28,missing,Rocket Servicing,2026-08-09
L-101840,397572.50,,forbearance,0,,,,2026-08-10
L-101841,356196.25,12.66,,0,2026-07-27,pending,,2026-08-07
L-101842,433221.00,9.37,current,0,2026-06-13,pending,Rocket Servicing,2026-08-03
L-101843,440098.64,4.74,delinquent_60,120,2026-08-06,missing,ServPro,2026-08-06
L-101844,86632.16,13.85,delinquent_30,120,2026-04-11,missing,First National,2026-08-08
L-101845,451300.23,3.77,delinquent_90+,62,2026-06-01,verified,Apex Loan Servicing,2026-08-09
L-101846,456049.11,9.20,current,0,2026-06-25,verified,Rocket Servicing,2026-08-27
L-101847,61989.44,10.61,,,2026-02-27,complete,ServPro,2026-08-20
L-101848,27272.67,8.76,delinquent_60,95,2026-04-09,complete,First National,2026-08-27
L-101849,192402.11,3.56,delinquent_60,75,2026-02-11,missing,Freedom Mortgage,2026-08-04
L-101850,393330.94,8.21,forbearance,,2026-02-08,,ServPro,2026-08-15
L-101851,26751.28,14.02,delinquent_60,45,2026-02-10,complete,First National,2026-08-25
L-101852,221900.66,9.89,current,0,2026-08-18,complete,Apex Loan Servicing,2026-08-24
L-101853,364938.28,2.58,delinquent_60,45,2026-04-28,missing,ServPro,2026-08-06
L-101854,449207.64,9.19,delinquent_90+,75,2026-01-11,verified,ServPro,2026-08-18
L-101855,146858.83,4.51,delinquent_90+,120,2026-06-17,missing,Rocket Servicing,2026-08-18
L-101856,353121.71,7.56,delinquent_60,62,2026-05-06,pending,Rocket Servicing,2026-08-20
L-101857,464626.34,12.25,delinquent_90+,62,2026-01-05,complete,First National,2026-08-02
L-101858,117300.09,10.21,,,2026-02-26,,Rocket Servicing,2026-08-11
L-101859,91520.79,6.58,current,0,2026-04-21,verified,Apex Loan Servicing,2026-08-24
L-101860,462470.26,12.71,forbearance,0,2026-07-13,verified,Freedom Mortgage,2026-08-16
L-101861,449910.23,7.58,delinquent_90+,120,2026-05-21,verified,Freedom Mortgage,2026-08-24
L-101862,387557.76,8.68,delinquent_30,62,2026-05-07,complete,Apex Loan Servicing,2026-08-07
L-101863,293125.14,,,0,2026-01-21,,,2026-08-10
L-101864,33017.63,11.36,current,0,2026-04-14,missing,ServPro,2026-08-06
L-101865,229038.85,,forbearance,,,,First National,2026-08-22
L-101866,378788.40,13.30,delinquent_90+,75,2026-06-09,missing,Apex Loan Servicing,2026-08-21
L-101867,452515.42,6.41,,0,,complete,Apex Loan Servicing,2026-08-27
L-101868,323147.51,7.94,forbearance,0,2026-04-24,complete,ServPro,2026-08-02
L-101869,91284.94,7.77,current,0,2026-08-06,complete,ServPro,2026-08-22
L-101870,444891.39,6.41,,0,2026-03-05,,,2026-08-19
L-101871,437079.73,5.07,delinquent_90+,45,2026-02-24,verified,Rocket Servicing,2026-08-22
L-101872,40797.36,6.14,forbearance,0,2026-03-08,pending,Rocket Servicing,2026-08-21
